County,Variable,Category,Value,Obesity Risk,R^2
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,16.1,28.0,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.1,26.9,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,16.2,27.1,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,17.7,27.5,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,21.8,31.4,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.0,26.7,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,19.2,29.6,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,23.0,31.3,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,24.2,29.8,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,24.9,31.5,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,24.2,31.2,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,17.1,28.0,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,20.3,30.0,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,19.1,29.5,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,19.3,29.5,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,19.0,29.7,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.2,27.5,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,19.7,30.1,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.7,27.2,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,19.4,28.8,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,20.2,28.8,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,14.4,26.3,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,14.2,25.5,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,17.0,26.6,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,16.1,27.7,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.3,25.2,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,16.7,23.6,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,14.6,25.0,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,16.1,27.8,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.9,28.3,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,15.3,26.9,0.972
Forsyth,Lack of Physical Activity Prevalence,Human Behavior,16.0,26.5,0.972
Fayette,Lack of Physical Activity Prevalence,Human Behavior,25.0,38.0,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,22.7,34.4,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,17.6,31.0,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,21.4,33.5,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,17.1,29.3,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,16.7,29.4,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,17.1,29.0,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,17.9,30.4,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,20.1,31.3,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,20.0,32.2,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,17.3,29.5,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,14.0,29.2,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,21.1,33.5,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,20.1,30.8,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,18.1,30.8,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,24.3,34.7,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,22.7,33.4,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,19.4,32.5,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,18.5,30.8,0.91
Fayette,Lack of Physical Activity Prevalence,Human Behavior,20.6,32.2,0.91
Butts,Lack of Physical Activity Prevalence,Human Behavior,27.2,34.6,-0.0
Butts,Lack of Physical Activity Prevalence,Human Behavior,34.4,38.4,-0.0
Butts,Lack of Physical Activity Prevalence,Human Behavior,29.7,37.5,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,26.8,37.5,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,21.7,34.1,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,39.1,47.7,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,40.9,47.7,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,27.6,38.4,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,23.6,34.6,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,28.3,40.1,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,37.0,46.9,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,34.9,43.2,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,25.2,36.5,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,20.0,31.9,-0.0
Spalding,Lack of Physical Activity Prevalence,Human Behavior,25.2,36.1,-0.0
Coweta,Lack of Physical Activity Prevalence,Human Behavior,23.0,32.0,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,23.8,31.8,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,19.9,30.6,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,21.8,31.0,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,28.6,35.7,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,22.8,31.8,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,21.0,30.7,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,19.9,30.6,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,18.0,29.4,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,19.3,29.7,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,18.3,29.1,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,21.1,30.8,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,22.3,31.8,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,20.4,30.8,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,32.5,38.9,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,18.0,29.6,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,20.2,30.8,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,32.9,39.0,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,23.8,31.9,0.773
Coweta,Lack of Physical Activity Prevalence,Human Behavior,22.3,31.2,0.773
Barrow,Lack of Physical Activity Prevalence,Human Behavior,20.4,29.9,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,25.8,33.1,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,21.0,30.3,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,26.3,33.6,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,28.0,33.4,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,23.9,32.6,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,33.8,39.5,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,29.2,34.0,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,29.1,35.0,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,25.6,32.6,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,25.1,32.0,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,23.4,32.2,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,26.8,33.6,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,21.9,31.4,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,26.6,34.5,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,23.6,32.4,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,22.8,31.6,0.706
Barrow,Lack of Physical Activity Prevalence,Human Behavior,23.9,32.9,0.706
Carroll,Lack of Physical Activity Prevalence,Human Behavior,26.7,34.7,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,23.2,32.0,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,25.9,33.7,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,24.6,33.1,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,28.3,34.6,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,27.3,33.0,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,24.7,30.7,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,43.3,43.9,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,24.7,32.1,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,24.0,33.4,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,20.7,30.9,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,28.6,35.1,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,29.9,35.1,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,24.8,32.5,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,24.5,32.9,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,25.2,31.0,0.482
Carroll,Lack of Physical Activity Prevalence,Human Behavior,29.0,34.6,0.482
Bartow,Lack of Physical Activity Prevalence,Human Behavior,24.6,30.8,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,22.5,30.6,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,25.7,32.4,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,24.8,31.9,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,28.0,33.4,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,23.2,31.1,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,30.3,34.8,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,25.8,32.9,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,30.5,34.4,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,26.6,33.0,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,33.7,36.9,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,26.5,32.8,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,25.2,32.4,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,21.5,30.8,0.498
Bartow,Lack of Physical Activity Prevalence,Human Behavior,23.4,31.3,0.498
Dawson,Lack of Physical Activity Prevalence,Human Behavior,22.1,30.4,-0.0
Heard,Lack of Physical Activity Prevalence,Human Behavior,32.6,37.1,-0.0
Lamar,Lack of Physical Activity Prevalence,Human Behavior,24.5,33.5,-0.0
Heard,Lack of Physical Activity Prevalence,Human Behavior,26.9,34.0,-0.0
Lamar,Lack of Physical Activity Prevalence,Human Behavior,27.3,35.3,-0.0
Dawson,Lack of Physical Activity Prevalence,Human Behavior,20.2,29.4,-0.0
Dawson,Lack of Physical Activity Prevalence,Human Behavior,23.6,31.3,-0.0
Heard,Lack of Physical Activity Prevalence,Human Behavior,26.8,34.6,-0.0
Lamar,Lack of Physical Activity Prevalence,Human Behavior,30.8,37.8,-0.0
Meriwether,Lack of Physical Activity Prevalence,Human Behavior,35.2,40.2,0.0
Meriwether,Lack of Physical Activity Prevalence,Human Behavior,32.5,38.0,0.0
Meriwether,Lack of Physical Activity Prevalence,Human Behavior,31.2,39.0,0.0
Meriwether,Lack of Physical Activity Prevalence,Human Behavior,33.9,40.8,0.0
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.1,22.9,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,32.9,33.5,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.6,32.7,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.7,23.4,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,31.6,32.6,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.5,32.8,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,30.3,30.8,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.2,32.7,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,26.1,26.6,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,30.7,31.0,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.4,31.5,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.6,23.3,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,29.7,29.8,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.5,23.1,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,30.7,31.9,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,33.8,23.0,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,30.6,31.6,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,41.8,33.0,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,38.2,41.1,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,34.3,36.2,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,38.4,39.4,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,30.2,31.2,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.8,18.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,32.2,18.5,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,31.2,31.8,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,37.3,41.0,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,32.3,31.0,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.0,23.2,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,37.4,42.3,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,34.9,37.8,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.1,22.9,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,35.7,36.9,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.5,22.1,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,35.7,38.8,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,32.1,25.2,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,32.3,32.8,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.5,32.1,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.5,21.4,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,30.6,31.1,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,32.6,32.3,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,33.9,34.4,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.0,25.2,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,30.7,31.9,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,29.0,29.3,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.8,22.4,0.999
Hall,Insufficient Sleep Prevalence,Human Behavior,31.8,31.6,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.3,30.5,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.4,30.6,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.6,30.8,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,31.0,31.4,0.98
Hall,Insufficient Sleep Prevalence,Human Behavior,27.9,28.6,0.98
Fulton,Insufficient Sleep Prevalence,Human Behavior,34.1,27.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,36.0,30.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,36.0,26.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.4,38.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.8,44.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.6,42.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.5,42.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.1,42.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,37.1,27.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,35.0,28.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.7,22.9,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,35.2,28.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.3,23.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.8,39.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,40.9,35.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,41.6,29.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.6,42.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.2,41.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.2,37.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.0,41.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,41.7,31.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,47.0,42.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.0,41.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,35.1,30.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.4,24.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,33.1,26.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,33.1,26.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.4,37.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.5,43.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.1,42.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.8,37.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.6,40.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.6,43.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.6,41.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.6,42.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.2,39.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.9,39.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.7,39.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,48.0,45.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.8,40.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.7,39.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,50.1,47.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,37.6,32.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.6,44.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.6,38.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.2,43.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.3,43.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.6,41.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.3,44.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.9,43.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.3,42.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,47.0,46.9,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,47.9,45.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.8,39.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.8,40.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.3,40.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.7,38.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.7,39.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.3,39.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.3,39.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.6,43.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,48.7,47.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,38.7,34.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.2,40.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.1,39.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.2,41.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.0,40.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.9,42.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.7,45.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.5,41.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.4,42.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.6,40.9,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,46.6,44.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.4,40.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.7,39.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,33.4,26.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.9,23.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,34.9,30.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.0,22.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,27.9,21.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.6,24.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,32.0,25.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,32.5,25.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.6,24.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.1,23.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,32.4,24.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.4,22.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,25.7,22.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.9,24.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.8,21.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.0,22.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.3,23.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,27.1,23.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,25.7,22.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,26.7,22.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,27.1,22.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.9,23.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,26.7,21.7,0.999
Haralson,Insufficient Sleep Prevalence,Human Behavior,36.3,35.8,-0.0
Jasper,Insufficient Sleep Prevalence,Human Behavior,37.2,35.5,-0.0
Pike,Insufficient Sleep Prevalence,Human Behavior,36.4,33.6,-0.0
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.9,26.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,26.8,23.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.5,24.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,29.7,23.9,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,33.5,27.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.7,24.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.6,23.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,36.7,29.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,38.1,31.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,37.2,31.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,34.6,27.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,26.1,20.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,30.6,21.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.2,25.3,0.999
Haralson,Insufficient Sleep Prevalence,Human Behavior,34.8,33.1,-0.0
Jasper,Insufficient Sleep Prevalence,Human Behavior,36.1,34.9,-0.0
Pike,Insufficient Sleep Prevalence,Human Behavior,35.7,32.9,-0.0
Fulton,Insufficient Sleep Prevalence,Human Behavior,26.5,23.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,28.1,24.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,26.3,23.1,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.4,25.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,35.4,27.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,31.5,24.9,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,27.8,23.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,33.7,30.5,0.999
Pike,Insufficient Sleep Prevalence,Human Behavior,36.8,34.0,-0.0
Fulton,Insufficient Sleep Prevalence,Human Behavior,40.3,33.3,0.999
Haralson,Insufficient Sleep Prevalence,Human Behavior,37.1,35.5,-0.0
Haralson,Insufficient Sleep Prevalence,Human Behavior,35.7,34.0,-0.0
Fulton,Insufficient Sleep Prevalence,Human Behavior,40.0,35.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,40.6,34.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,37.8,33.9,0.999
Haralson,Insufficient Sleep Prevalence,Human Behavior,36.3,34.5,-0.0
Pike,Insufficient Sleep Prevalence,Human Behavior,35.3,32.3,-0.0
Jasper,Insufficient Sleep Prevalence,Human Behavior,37.9,36.6,-0.0
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.3,38.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.6,36.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,42.1,35.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.2,37.5,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,44.8,39.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.1,37.7,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,40.6,34.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,39.2,33.4,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.2,37.3,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,41.5,40.0,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,45.3,39.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.7,39.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,37.4,33.2,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.9,42.8,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,38.1,33.6,0.999
Fulton,Insufficient Sleep Prevalence,Human Behavior,43.4,39.9,0.999
